"unidade";"ti_id";"tabela_convenio";"codigo_procedimento";"preco_tabela";"descricao";"procedimento_generico";"especialidade"
boavista;592665;TABELA PARTICULAR GERAL;"82000816";250.0000;EXODONTIA A RETALHO;EXODONTIA A RETALHO;Cirurgia e Traumatologia Buco
boavista;592666;TABELA PARTICULAR GERAL;"82000832";250.0000;EXODONTIA DE PERMANENTE POR INDICAÇÃO ORTODÔNTICA PROTÉTICA;EXODONTIA DE PERMANENTE POR INDICACAO ORTODONTICA/PROTETICA;Cirurgia e Traumatologia Buco
boavista;592667;TABELA PARTICULAR GERAL;"82000859";200.0000;EXODONTIA DE RAIZ RESIDUAL ;EXODONTIA DE RAIZ RESIDUAL;Cirurgia e Traumatologia Buco
boavista;592668;TABELA PARTICULAR GERAL;"82000875";120.0000;EXODONTIA SIMPLES DE PERMANENTE;EXODONTIA DE PERMANENTE;Cirurgia e Traumatologia Buco
boavista;592669;TABELA PARTICULAR GERAL;"82000883";300.0000;FRENULECTOMIA LABIAL;FRENULECTOMIA;Periodontia
boavista;592670;TABELA PARTICULAR GERAL;"82000891";300.0000;FRENULECTOMIA LINGUAL;FRENULECTOMIA;Periodontia
boavista;592671;TABELA PARTICULAR GERAL;"82000921";300.0000;GENGIVECTOMIA;GENGIVECTOMIA;Periodontia
boavista;592672;TABELA PARTICULAR GERAL;"82000948";300.0000;GENGIVOPLASTIA;GENGIVOPLASTIA;Periodontia
boavista;592673;TABELA PARTICULAR GERAL;"82000980";2500.0000;IMPLANTE ÓSSEO INTEGRADO ;IMPLANTE OSSEO INTEGRADO;Implantodontia
boavista;592674;TABELA PARTICULAR GERAL;"82001251";350.0000;REIMPLANTE DENTÁRIO COM CONTENÇÃO;REIMPLANTE DENTARIO COM CONTENCAO;Implantodontia
boavista;592675;TABELA PARTICULAR GERAL;"82001286";400.0000;REMOÇÃO DE DENTES INCLUSOS IMPACTADOS;EXODONTIA DE INCLUSOS / IMPACTADOS;Cirurgia e Traumatologia Buco
boavista;592676;TABELA PARTICULAR GERAL;"82001294";350.0000;REMOÇÃO DE DENTES SEMI-INCLUSOS IMPACTADOS;EXODONTIA DE SEMI-INCLUSOS / IMPACTADOS / SUPRANUMERARIO;Cirurgia e Traumatologia Buco
boavista;592677;TABELA PARTICULAR GERAL;"82001464";250.0000;SEPULTAMENTO RADICULAR ;SEPULTAMENTO RADICULAR;Cirurgia e Traumatologia Buco
boavista;592678;TABELA PARTICULAR GERAL;"82001502";600.0000;TRACIONAMENTO CIRÚRGICO COM FINALIDADE ORTODÔNTICA;TRACIONAMENTO CIRURGICO COM FINALIDADE ORTODONTICA;Cirurgia e Traumatologia Buco
boavista;592679;TABELA PARTICULAR GERAL;"82001707";300.0000;ULECTOMIA;ULECTOMIA;Odontopediatria
boavista;592680;TABELA PARTICULAR GERAL;"82001715";300.0000;ULOTOMIA;ULOTOMIA;Cirurgia e Traumatologia Buco
boavista;592681;TABELA PARTICULAR GERAL;"83000089";90.0000;EXODONTIA SIMPLES DE DECÍDUO;EXODONTIA DE DECIDUOS;Odontopediatria
boavista;592682;TABELA PARTICULAR GERAL;"83000127";120.0000;PULPOTOMIA EM DENTE DECÍDUO;PULPOTOMIA;Odontopediatria
boavista;592683;TABELA PARTICULAR GERAL;"83000151";120.0000;TRATAMENTO ENDODÔNTICO EM DENTE DECÍDUO;TRATAMENTO ENDODONTICO EM DENTE DECIDUO;Odontopediatria
boavista;592684;TABELA PARTICULAR GERAL;"84000058";55.0000;APLICAÇÃO DE SELANTE - TÉCNICA INVASIVA ;APLICACAO DE SELANTE DE FOSSULAS E FISSURAS;Odontopediatria
boavista;592685;TABELA PARTICULAR GERAL;"84000074";55.0000;APLICAÇÃO DE SELANTE DE FÓSSULAS E FISSURAS;APLICACAO DE SELANTE DE FOSSULAS E FISSURAS;Odontopediatria
boavista;592686;TABELA PARTICULAR GERAL;"84000090";55.0000;APLICAÇÃO TÓPICA DE FLÚOR;APLICACAO TOPICA DE FLUOR;Prevencao
boavista;592687;TABELA PARTICULAR GERAL;"84000139";40.0000;ATIVIDADE EDUCATIVA EM SAÚDE BUCAL;ATIVIDADE EDUCATIVA EM SAUDE BUCAL;Prevencao
boavista;592688;TABELA PARTICULAR GERAL;"84000163";60.0000;CONTROLE DE BIOFILME | PLACA BACTERIANA;CONTROLE DE BIOFILME;Prevencao
boavista;592689;TABELA PARTICULAR GERAL;"84000198";100.0000;PROFILAXIA - POLIMENTO CORONÁRIO ;PROFILAXIA E POLIMENTO CORONARIO;Prevencao
boavista;592690;TABELA PARTICULAR GERAL;"85100013";120.0000;CAPEAMENTO PULPAR DIRETO;PULPOTOMIA;Odontopediatria
boavista;592691;TABELA PARTICULAR GERAL;"85100021";360.0000;CLAREAMENTO CASEIRO (MOLDEIRA + 2 BISNAGAS) - DUAS ARCADAS;CLAREAMENTO DENTARIO CASEIRO;Dentistica
boavista;592692;TABELA PARTICULAR GERAL;"85100030";900.0000;CLAREAMENTO À LASER - PACOTE 3 SESSOES;CLAREAMENTO DENTARIO A LASER;Dentistica
boavista;592693;TABELA PARTICULAR GERAL;"85100064";180.0000;FACETA DIRETA EM RESINA FOTOPOLIMERIZÁVEL;FACETA DIRETA EM RESINA FOTOPOLIMERIZAVEL;Protese
boavista;592694;TABELA PARTICULAR GERAL;"85100072";120.0000;PLACA DE ACETATO PARA CLAREAMENTO CASEIRO | INCLUI MOLDAGEM;CLAREAMENTO DENTARIO CASEIRO;Dentistica
boavista;592695;TABELA PARTICULAR GERAL;"85100099";90.0000;RESTAURAÇÃO DE AMÁLGAMA - 1 FACE ;RESTAURACAO DE AMALGAMA - 1 FACE;Dentistica
boavista;592696;TABELA PARTICULAR GERAL;"85100102";95.0000;RESTAURAÇÃO DE AMÁLGAMA - 2 FACES;RESTAURACAO DE AMALGAMA - 2 FACES;Dentistica
boavista;592697;TABELA PARTICULAR GERAL;"85100110";120.0000;RESTAURAÇÃO DE AMÁLGAMA - 3 FACES;RESTAURACAO DE AMALGAMA - 3 FACES;Dentistica
boavista;592698;TABELA PARTICULAR GERAL;"85100129";130.0000;RESTAURAÇÃO DE AMÁLGAMA - 4 FACES;RESTAURACAO DE AMALGAMA - 4 FACES;Dentistica
boavista;592699;TABELA PARTICULAR GERAL;"85100137";70.0000;RESTAURAÇÃO EM IONÔMERO DE VIDRO - 1 FACE;RESTAURACAO EM IONOMERO DE VIDRO - 1 FACE;Dentistica
boavista;592700;TABELA PARTICULAR GERAL;"85100145";75.0000;RESTAURAÇÃO EM IONÔMERO DE VIDRO - 2 FACES;RESTAURACAO EM IONOMERO DE VIDRO - 2 FACES;Dentistica
boavista;592701;TABELA PARTICULAR GERAL;"85100153";75.0000;RESTAURAÇÃO EM IONÔMERO DE VIDRO - 3 FACES;RESTAURACAO EM IONOMERO DE VIDRO - 3 FACES;Dentistica
boavista;592702;TABELA PARTICULAR GERAL;"85100161";75.0000;RESTAURAÇÃO EM IONÔMERO DE VIDRO - 4 FACES ;RESTAURACAO EM IONOMERO DE VIDRO - 4 FACES;Dentistica
boavista;592703;TABELA PARTICULAR GERAL;"85100196";100.0000;RESTAURAÇÃO EM RESINA FOTOPOLIMERIZÁVEL | 1 FACE ;RESTAURACAO EM RESINA 1 FACE;Dentistica
boavista;592704;TABELA PARTICULAR GERAL;"85100200";110.0000;RESTAURAÇÃO EM RESINA FOTOPOLIMERIZÁVEL | 2 FACES;RESTAURACAO EM RESINA 2 FACES;Dentistica
boavista;592705;TABELA PARTICULAR GERAL;"85100218";140.0000;RESTAURAÇÃO EM RESINA FOTOPOLIMERIZÁVEL | 3 FACES;RESTAURACAO EM RESINA 3 FACES;Dentistica
boavista;592706;TABELA PARTICULAR GERAL;"85200018";150.0000;CLAREAMENTO DE DENTE DESVITALIZADO;CLAREAMENTO DE DENTE DESVITALIZADO;Endodontia
boavista;592707;TABELA PARTICULAR GERAL;"85200034";120.0000;PULPOTOMIA;PULPOTOMIA;Odontopediatria
boavista;592708;TABELA PARTICULAR GERAL;"85200093";400.0000;RETRATAMENTO ENDODÔNTICO BIRRADICULAR;RETRATAMENTO ENDODONTICO BIRRADICULAR;Endodontia
boavista;592709;TABELA PARTICULAR GERAL;"85200107";600.0000;RETRATAMENTO ENDODÔNTICO MULTIRRADICULAR;RETRATAMENTO ENDODONTICO MULTIRADICULAR;Endodontia
boavista;592710;TABELA PARTICULAR GERAL;"85200115";400.0000;RETRATAMENTO ENDODÔNTICO UNIRRADICULAR;RETRATAMENTO ENDODONTICO UNIRADICULAR;Endodontia
boavista;592711;TABELA PARTICULAR GERAL;"85200123";400.0000;TRATAMENTO DE PERFURAÇÃO ENDODÔNTICA;TRATAMENTO DE PERFURACAO ENDODONTICA;Endodontia
boavista;592712;TABELA PARTICULAR GERAL;"85200140";300.0000;TRATAMENTO ENDODÔNTICO BIRRADICULAR ;TRATAMENTO ENDODONTICO BIRRADICULAR;Endodontia
boavista;592713;TABELA PARTICULAR GERAL;"85200158";600.0000;TRATAMENTO ENDODÔNTICO MULTIRRADICULAR ;TRATAMENTO ENDODONTICO MULTIRADICULAR;Endodontia
boavista;592714;TABELA PARTICULAR GERAL;"85200166";220.0000;TRATAMENTO ENDODÔNTICO UNIRRADICULAR ;TRATAMENTO ENDODONTICO UNIRADICULAR;Endodontia
boavista;592715;TABELA PARTICULAR GERAL;"85300012";30.0000;DESSENSIBILIZAÇÃO DENTÁRIA;DESSENSIBILIZACAO DENTARIA;Periodontia
boavista;592716;TABELA PARTICULAR GERAL;"85300047";150.0000;RASPAGEM SUPRA GENGIVAL | ASAI ;RASPAGEM SUPRA-GENGIVAL PARA TRATAMENTO DA GENGIVITE;Dentistica
boavista;592717;TABELA PARTICULAR GERAL;"85400033";250.0000;CONSERTO EM PRÓTESE PARCIAL REMOVÍVEL | EM CONSULTÓRIO E LABORATÓRIO;CONSERTO EM PROTESE TOTAL / PARCIAL;Protese
boavista;592718;TABELA PARTICULAR GERAL;"85400050";350.0000;CONSERTO EM PRÓTESE TOTAL | EM CONSULTÓRIO E LABORATÓRIO;CONSERTO EM PROTESE TOTAL / PARCIAL;Protese
boavista;592719;TABELA PARTICULAR GERAL;"85400084";850.0000;COROA PROVISÓRIA SEM PINO;COROA PROVISORIA SEM PINO;Protese
boavista;592720;TABELA PARTICULAR GERAL;"85400114";650.0000;COROA TOTAL EM CERÔMERO;COROA TOTAL EM CEROMERO;Protese
boavista;592721;TABELA PARTICULAR GERAL;"85400220";150.0000;NÚCLEO METÁLICO FUNDIDO;NUCLEO METALICO FUNDIDO;Protese
boavista;592722;TABELA PARTICULAR GERAL;"85400238";900.0000;ONLAY DE RESINA INDIRETA;RESTAURACAO EM RESINA INDIRETA - ONLAY;Protese
boavista;592723;TABELA PARTICULAR GERAL;"85400408";1500.0000;PRÓTESE TOTAL;PROTESE TOTAL;Protese
boavista;592724;TABELA PARTICULAR GERAL;"85400416";800.0000;PRÓTESE TOTAL IMEDIATA;PROTESE TOTAL;Protese
boavista;592725;TABELA PARTICULAR GERAL;"85400475";60.0000;REEMBASAMENTO DE COROA PROVISÓRIA;REEMBASAMENTO DE COROA OU PROTESE TOTAL/PARCIAL;Protese
boavista;592726;TABELA PARTICULAR GERAL;"85400483";120.0000;REEMBASAMENTO DE PRÓTESE TOTAL OU PARCIAL - IMEDIATO | EM CONSULTÓRIO;REEMBASAMENTO DE COROA OU PROTESE TOTAL/PARCIAL;Protese
boavista;592727;TABELA PARTICULAR GERAL;"85400505";100.0000;REMOÇÃO DE TRABALHO PROTÉTICO;REMOCAO DE TRABALHOS PROTETICOS;Protese
boavista;592728;TABELA PARTICULAR GERAL;"87000032";40.0000;CONDICIONAMENTO EM PACIENTES COM NECESSIDADES ESPECIAIS;CONDICIONAMENTO EM ODONTOLOGIA;Odontopediatria
boavista;592729;TABELA PARTICULAR GERAL;"90000100";250.0000;CONTENÇÃO PROVISÓRIA DE URGÊNCIA;URGENCIA ODONTOLOGICA;Urgencia
boavista;592730;TABELA PARTICULAR GERAL;"90000101";1750.0000;COROA CERÂMICA PURA;COROA TOTAL EM CERAMICA PURA;Protese
boavista;592731;TABELA PARTICULAR GERAL;"90000102";1300.0000;COROA METALOCERÂMICA;COROA METALO CERAMICA;Protese
boavista;592732;TABELA PARTICULAR GERAL;"90000103";850.0000;COROA PORCELANA;COROA TOTAL EM CERAMICA PURA;Protese
boavista;592733;TABELA PARTICULAR GERAL;"90000104";1200.0000;COROA SOBRE IMPLANTE DE PILA CALCINÁVEL;COROA SOBRE IMPLANTE DE PILAR CALCINAVEL;Protese
boavista;592734;TABELA PARTICULAR GERAL;"90000105";1500.0000;COROA SOBRE IMPLANTE DE PILAR CROMO-COBALTO;COROA SOBRE IMPLANTE DE PILAR CROMO-COBALTO;Protese
boavista;592735;TABELA PARTICULAR GERAL;"90000106";2000.0000;COROA SOBRE IMPLANTE DE PORCELANA ;COROA TOTAL EM CERAMICA PURA;Protese
boavista;592736;TABELA PARTICULAR GERAL;"90000107";950.0000;COROA SOBRE IMPLANTE UCLA;COROA SOBRE IMPLANTE UCLA;Protese
boavista;592737;TABELA PARTICULAR GERAL;"90000108";150.0000;CUNHA DISTAL | POR ELEMENTO;CUNHA DISTAL | POR ELEMENTO;Cirurgia e Traumatologia Buco
boavista;592738;TABELA PARTICULAR GERAL;"90000109";95.0000;CURATIVO;CURATIVO DE DEMORA;Dentistica
boavista;592739;TABELA PARTICULAR GERAL;"90000110";95.0000;CURATIVO DE DEMORA ;CURATIVO DE DEMORA;Dentistica
boavista;592740;TABELA PARTICULAR GERAL;"90000111";600.0000;ENXERTO OSSEO;ENXERTO OSSEO;Cirurgia e Traumatologia Buco
boavista;592741;TABELA PARTICULAR GERAL;"90000112";450.0000;EXODONTIA 3º MOLAR;EXODONTIA DE INCLUSOS / IMPACTADOS;Cirurgia e Traumatologia Buco
boavista;592742;TABELA PARTICULAR GERAL;"90000113";2200.0000;FACETAS LAMINADAS DE PORCELANA;FACETA EM CERAMICA PURA;Protese
boavista;592743;TABELA PARTICULAR GERAL;"90000114";250.0000;IMOBILIZAÇÃO DENTÁRIA EM DENTES PERMANENTES | 3 DENTES;IMOBILIZACAO DENTARIA EM DENTES PERMANENTES;Urgencia
boavista;592744;TABELA PARTICULAR GERAL;"90000115";70.0000;MOLDAGEM | POR ARCADA;MOLDAGEM ORTODONTICA;Ortodontia e Ortopedia Facial
boavista;592745;TABELA PARTICULAR GERAL;"90000116";550.0000;PLACA MIORRELAXANTE (PLACA DE BRUXISMO);PLACA MIORELAXANTE;Dentistica
boavista;592746;TABELA PARTICULAR GERAL;"90000117";130.0000;PROFILAXIA E APLICAÇÃO TÓPICA DE FLÚOR | KIDS;PROFILAXIA E POLIMENTO CORONARIO;Prevencao
boavista;592747;TABELA PARTICULAR GERAL;"90000118";850.0000;PRÓTESE ADESIVA CERÂMICA;PROTESE ADESIVA EM CERAMICA;Protese
boavista;592748;TABELA PARTICULAR GERAL;"90000119";650.0000;PRÓTESE ADESIVA CERÔMERO;PROTESE ADESIVA EM CEROMERO;Protese
boavista;592749;TABELA PARTICULAR GERAL;"90000120";350.0000;PRÓTESE ADESIVA PROVISÓRIA IMEDIATA;PROTESE PARCIAL FIXA PROVISORIA EM CARGA IMEDIATA;Protese
boavista;592750;TABELA PARTICULAR GERAL;"90000121";1400.0000;PRÓTESE REMOVÍVEL COM GRAMPO;PROTESE PARCIAL REMOVIVEL COM GRAMPOS;Protese
boavista;592751;TABELA PARTICULAR GERAL;"90000122";800.0000;PRÓTESE REMOVÍVEL SEM GRAMPO;PROTESE PARCIAL REMOVIVEL SEM GRAMPOS;Protese
boavista;592752;TABELA PARTICULAR GERAL;"90000123";200.0000;REMOÇÃO DE MUCOCELE;EXERESE DE MUCOCELE;Cirurgia e Traumatologia Buco
boavista;592753;TABELA PARTICULAR GERAL;"90000124";350.0000;RESTAURAÇÃO COM PINO;RESTAURACAO COM PINO;Dentistica
boavista;592754;TABELA PARTICULAR GERAL;"90000125";150.0000;RESTAURAÇÃO DE AMÁLGAMA PINO ;RESTAURACAO COM PINO;Dentistica
boavista;592755;TABELA PARTICULAR GERAL;"90000126";900.0000;RESTAURAÇÃO INLAY E ONLAY ;RESTAURAÇÃO INLAY E ONLAY ;Protese
boavista;592756;TABELA PARTICULAR GERAL;"90000127";1500.0000;RESTAURAÇÃO INLAY E ONLAY DE PORCELANA;RESTAURAÇÃO INLAY E ONLAY DE PORCELANA;Protese
boavista;592757;TABELA PARTICULAR GERAL;"90000128";60.0000;RESTAURAÇÃO PROVISORIA;RESTAURACAO PROVISORIA;Dentistica
boavista;592758;TABELA PARTICULAR GERAL;"90000129";60.0000;RESTAURAÇÃO TEMPORÁRIA - DENTE DECÍDUO;RESTAURAÇAO EM DENTE DECIDUO;Dentistica
boavista;592759;TABELA PARTICULAR GERAL;"90000130";250.0000;SULCOPLASTIA | POR ELEMENTO;SULCOPLASTIA;Periodontia
boavista;592760;TABELA PARTICULAR GERAL;"90000131";200.0000;TOMOGRAFIA;TOMOGRAFIA;Radiologia Odontologica e Imaginologia
boavista;592761;TABELA PARTICULAR GERAL;"90000132";300.0000;TRAT. NÃO CIRÚRG. PERIODONTITE GRAVE (P SEG.) ALTO RISCO;TRATAMENTO DE MANUTENCAO PARA PERIODONTITE GRAVE;Periodontia
boavista;592762;TABELA PARTICULAR GERAL;"90000133";300.0000;TRAT. NÃO CIRÚRG. PERIODONTITE LEVE (P SEG.) BAIXO RISCO;TRATAMENTO DE PERIOD. DE MANUT. P/ PERIODONTITE LEVE 6 EM 6 MESES;Periodontia
boavista;592763;TABELA PARTICULAR GERAL;"90000134";300.0000;TRAT. NÃO CIRÚRG. PERIODONTITE MODER.(P SEG.) MÉD. RISCO ;TRATAMENTO DE MANUTENCAO PARA PERIODONTITE GRAVE;Periodontia
boavista;592764;TABELA PARTICULAR GERAL;"90000135";300.0000;TRAT. PERIOD. DE MANUT. P PERIODONTITE GRAVE 2 E 2 MESES;TRAT. PERIOD. DE MANUT. P PERIODONTITE GRAVE 2 E 2 MESES;Periodontia
boavista;592765;TABELA PARTICULAR GERAL;"90000136";300.0000;TRAT. PERIOD. DE MANUT. P PERIODONTITE LEVE 6 EM 6 MESES;TRATAMENTO DE PERIOD. DE MANUT. P/ PERIODONTITE LEVE 6 EM 6 MESES;Periodontia
boavista;592766;TABELA PARTICULAR GERAL;"90000137";300.0000;TRAT. PERIOD. DE MANUT. P PERIODONTITE MODERADA 4 EM 4 M;TRATAMENTO DE MANUTENCAO PARA PERIODONTITE GRAVE;Periodontia
boavista;592767;TABELA PARTICULAR GERAL;"83000000";1550.0000;COROA TOTAL DE CERÂMICA;COROA TOTAL EM CERAMICA PURA;Protese
boavista;592781;TABELA PARTICULAR GERAL;"1";0.0000;ENCAMINHAMENTO ORTODONTIA ;AVALIACAO ODONTOLOGICA ORTODONTICO;Diagnostico
boavista;592782;TABELA PARTICULAR GERAL;"2";0.0000;ENCAMINHAMENTO PRÓTESE ;AVALIACAO ODONTOLOGICA PROTESE;Diagnostico
boavista;592783;TABELA PARTICULAR GERAL;"99992";0.0000;ENCAMINHAMENTO CIRURGIA ;AVALIACAO ODONTOLOGICA CIRURGIA;Diagnostico
boavista;592784;TABELA PARTICULAR GERAL;"99993";0.0000;ENCAMINHAMENTO IMPLANTE;AVALIACAO ODONTOLOGICA IMPLANTE;Diagnostico
boavista;592785;TABELA PARTICULAR GERAL;"99995";0.0000;ENCAMINHAMENTO PERIODONTIA ;AVALIACAO ODONTOLOGICA PERIODONTIA;Diagnostico
boavista;592786;TABELA PARTICULAR GERAL;"99994";0.0000;ENCAMINHAMENTO KIDS;AVALIACAO ODONTOLOGICA KIDS;Diagnostico
boavista;592789;TABELA PARTICULAR GERAL;"90001121";1000.0000;PRÓTESE REMOVIVEL COM GRAMPO DE SILICONE;PROTESE PARCIAL REMOVIVEL COM GRAMPOS;Protese
boavista;592791;TABELA PARTICULAR GERAL;"900001033";700.0000;COROA ADESIVA RESINA;COROA ADESIVA EM RESINA;Protese
boavista;593097;TABELA PARTICULAR GERAL;"99998";0.0000;ENCAMINHAMENTO ENDODONTIA;AVALIACAO ODONTOLOGICA ENDODONTIA;Diagnostico
boavista;593501;TABELA PARTICULAR GERAL;"820009211";1000.0000;GENGIVOPLASTIA ESTETICA;GENGIVOPLASTIA;Periodontia
boavista;592797;TABELA PROTESE;"26302";250.0000;Recimentação de Coroa Cerâmica;Recimentação de Coroa Cerâmica;Protese
boavista;592798;TABELA PROTESE;"26303";450.0000;Recimentação de Coroa Cerâmica;Recimentação de Coroa Cerâmica;Protese
boavista;592950;TABELA PROTESE;"26209";1400.0000;Prótese Parcial Removível com grampos bilateral;PROTESE PARCIAL REMOVIVEL COM GRAMPOS;Protese
boavista;592951;TABELA PROTESE;"26304";6000.0000;Implante para protocolo ;IMPLANTE PARA PROTOCOLO;Implantodontia
boavista;592956;TABELA PROTESE;"23114";1890.0000;Coroa sobre implante de porcelana Lab. Junior;COROA TOTAL EM CERAMICA PURA;Protese
boavista;592957;TABELA PROTESE;"23115";1850.0000;Coroa sobre dente Lab. Junior;Coroa sobre dente Lab. Junior;Protese
boavista;592958;TABELA PROTESE;"26311";1950.0000;Laminado cerâmico Lab. Junior;Laminado cerâmico Lab. Junior;Protese
boavista;592961;TABELA PROTESE;"235654";550.0000;Reconstrução;RECONSTRUCAO DE DENTE COM PINO;Protese
boavista;592963;TABELA PROTESE;"26555";1550.0000;Coroa cerâmica pura ;COROA TOTAL EM CERAMICA PURA;Protese
boavista;593027;TABELA PROTESE;"26103";1400.0000;Coroa Metalocerâmica;COROA METALO CERAMICA;Protese
boavista;593029;TABELA PROTESE;"84000090";20.4000;APLICACAO DE FLUOR;APLICACAO TOPICA DE FLUOR;Prevencao
boavista;593129;TABELA PROTESE;"26208";500.0000;PRÓTESE ADESIVA EM RESINA - 1 ELEMENTO;COROA ADESIVA EM RESINA;Protese
boavista;592802;Tabela SEMPRE ODONTO;"81000065";9.9000;CONSULTA ODONTOLÓGICA INICIAL;CONSULTA ODONTOLOGICA INICIAL;Diagnostico
boavista;592803;Tabela SEMPRE ODONTO;"84000090";4.0500;APLICAÇÃO TÓPICA DE FLÚOR;APLICACAO TOPICA DE FLUOR;Prevencao
boavista;592804;Tabela SEMPRE ODONTO;"84000198";4.0500;PROFILAXIA POLIMENTO CORONÁRIO;PROFILAXIA E POLIMENTO CORONARIO;Prevencao
boavista;592805;Tabela SEMPRE ODONTO;"85300047";18.4900;RASPAGEM SUPRA-GENGIVAL;RASPAGEM SUPRA-GENGIVAL PARA TRATAMENTO DA GENGIVITE;Dentistica
boavista;592806;Tabela SEMPRE ODONTO;"81000375";4.5000;<html>RADIOGRAFIA INTERPROXIMAL  <b><i>BITE WING</i></b></html>;RADIOGRAFIA PERIAPICAL;Radiologia Odontologica e Imaginologia
boavista;592807;Tabela SEMPRE ODONTO;"81000421";4.5000;RADIOGRAFIA PERIAPICAL;RADIOGRAFIA PERIAPICAL;Radiologia Odontologica e Imaginologia
boavista;592808;Tabela SEMPRE ODONTO;"84000074";7.2000;APLICAÇÃO DE SELANTE DE FÓSSULAS E FISSURAS;APLICACAO DE SELANTE DE FOSSULAS E FISSURAS;Odontopediatria
boavista;592809;Tabela SEMPRE ODONTO;"81000014";11.7000;CONDICIONAMENTO EM ODONTOLOGIA;CONDICIONAMENTO EM ODONTOLOGIA;Odontopediatria
boavista;592810;Tabela SEMPRE ODONTO;"83000020";90.0000;COROA DE ACO EM DENTE DECÍDUO;COROA DE ACETATO EM DENTE DECIDUO;Odontopediatria
boavista;592811;Tabela SEMPRE ODONTO;"83000062";90.0000;COROA DE POLICARBONATO EM DENTE DECÍDUO;COROA DE POLICARBONATO EM DENTE DECIDUO;Odontopediatria
boavista;592812;Tabela SEMPRE ODONTO;"83000046";90.0000;COROA DE ACETATO EM DENTE DECÍDUO;COROA DE ACETATO EM DENTE DECIDUO;Odontopediatria
boavista;592813;Tabela SEMPRE ODONTO;"83000089";20.1200;EXODONTIA SIMPLES DE DECÍDUO;EXODONTIA DE DECIDUOS;Odontopediatria
boavista;592814;Tabela SEMPRE ODONTO;"83000135";9.9000;RESTAURAÇÃO ATRAUMÁTICA EM DENTE DECÍDUO;RESTAURAÇAO EM DENTE DECIDUO;Odontopediatria
boavista;592815;Tabela SEMPRE ODONTO;"83000151";45.5400;TRATAMENTO ENDODÔNTICO EM DENTE DECÍDUO;TRATAMENTO ENDODONTICO EM DENTE DECIDUO;Odontopediatria
boavista;592816;Tabela SEMPRE ODONTO;"85300012";11.7000;DESSENSIBILIZAÇÃO DENTÁRIA;DESSENSIBILIZACAO DENTARIA;Periodontia
boavista;592817;Tabela SEMPRE ODONTO;"85100064";64.5300;FACETA DIRETA EM RESINA FOTOPOLIMERIZÁVEL;FACETA DIRETA EM RESINA FOTOPOLIMERIZAVEL;Protese
boavista;592818;Tabela SEMPRE ODONTO;"85400211";27.1800;NUCLEO DE PREENCHIMENTO;NUCLEO DE PREENCHIMENTO;Endodontia
boavista;592819;Tabela SEMPRE ODONTO;"85100196";25.9600;RESTAURAÇÃO EM RESINA FOTOPOLIMERIZÁVEL 1 FACE;RESTAURACAO EM RESINA 1 FACE;Dentistica
boavista;592820;Tabela SEMPRE ODONTO;"85100200";30.1500;RESTAURAÇÃO EM RESINA FOTOPOLIMERIZÁVEL 2 FACES;RESTAURACAO EM RESINA 2 FACES;Dentistica
boavista;592821;Tabela SEMPRE ODONTO;"85100218";39.6000;RESTAURAÇÃO EM RESINA FOTOPOLIMERIZÁVEL 3 FACES;RESTAURACAO EM RESINA 3 FACES;Dentistica
boavista;592822;Tabela SEMPRE ODONTO;"85100226";39.6000;RESTAURAÇÃO EM RESINA FOTOPOLIMERIZÁVEL 4 FACES;RESTAURACAO EM RESINA 4 FACES;Dentistica
boavista;592823;Tabela SEMPRE ODONTO;"85100099";21.6900;RESTAURAÇÃO DE AMÁLGAMA 1 FACE;RESTAURACAO DE AMALGAMA - 1 FACE;Dentistica
boavista;592824;Tabela SEMPRE ODONTO;"85100102";26.7000;RESTAURAÇÃO DE AMÁLGAMA 2 FACES;RESTAURACAO DE AMALGAMA - 2 FACES;Dentistica
boavista;592825;Tabela SEMPRE ODONTO;"85100110";30.7800;RESTAURAÇÃO DE AMÁLGAMA 3 FACES;RESTAURACAO DE AMALGAMA - 3 FACES;Dentistica
boavista;592826;Tabela SEMPRE ODONTO;"85100129";34.8600;RESTAURAÇÃO DE AMÁLGAMA 4 FACES;RESTAURACAO DE AMALGAMA - 4 FACES;Dentistica
boavista;592827;Tabela SEMPRE ODONTO;"85200034";26.8300;PULPECTOMIA;PULPOTOMIA;Odontopediatria
boavista;592828;Tabela SEMPRE ODONTO;"85200115";87.6600;RETRATAMENTO ENDODÔNTICO UNIRRADICULAR;RETRATAMENTO ENDODONTICO UNIRADICULAR;Endodontia
boavista;592829;Tabela SEMPRE ODONTO;"85200093";141.1200;RETRATAMENTO ENDODÔNTICO BIRRADICULAR;RETRATAMENTO ENDODONTICO BIRRADICULAR;Endodontia
boavista;592830;Tabela SEMPRE ODONTO;"85200107";183.5100;RETRATAMENTO ENDODÔNTICO MULTIRRADICULAR;RETRATAMENTO ENDODONTICO MULTIRADICULAR;Endodontia
boavista;592831;Tabela SEMPRE ODONTO;"85200166";79.7400;TRATAMENTO ENDODÔNTICO UNIRRADICULAR;TRATAMENTO ENDODONTICO UNIRADICULAR;Endodontia
boavista;592832;Tabela SEMPRE ODONTO;"85200140";109.4400;TRATAMENTO ENDODÔNTICO BIRRADICULAR;TRATAMENTO ENDODONTICO BIRRADICULAR;Endodontia
